count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,active_ingredient_12,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13
451_2022-12-28,Эссенциальные фосфолипиды капсулы 1250мг №90,2022-12-28,[],"['Пиридоксина гидрохлорид (В6)', 'Расторопши пятнистой экстракт (Силимарин)', 'Рибофлавин (В2)', 'Тиамин (В1)', 'Эссенциальные фосфолипиды']","['Лекарства для печени', 'Эссенциале', 'Doppelherz aktiv', 'Доппельгерц', 'для печени', 'эссенциале']",['Эссенциальные фосфолипиды'],"['ООО ""Полярис""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Эссенциальные фосфолипиды+Расторопши пятнистой экстракт (Силимарин)+Тиамин (В1)+Пиридоксина гидрохлорид (В6)+Рибофлавин (В2)'],['400мг+0.56мг+0.7мг+0.7мг'],['Гепатопротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452_2022-12-28,Синбиотик Иммуно капсулы №10,2022-12-28,[],"['Пиридоксина гидрохлорид (В6)', 'Рибофлавин (В2)', 'Тиамин (В1)', 'Глицинат цинка', 'Lactobacillus rhamnosus GG']","['бифиформ', 'баксет', 'Максилак', 'Хилак форте', 'Пробиотики']",['Синбиотик Иммуно'],"['ООО ""Мирролла""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Lactobacillus rhamnosus GG+Тиамин (В1)+Рибофлавин (В2)+Пиридоксина гидрохлорид (В6)+Глицинат цинка'],['109КОЕ+0.54мг+0.5мг+0.5мг+3.3мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453_2022-12-28,Микроферменты 10 000 ЕД капсулы №20,2022-12-28,[],['Панкреатин'],"['выгодно два', 'креон', 'ферменты январь']",['Микроферменты'],"['ООО ""Фармацевтическая Фабрика"" Пенза']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Панкреатин'],['10000ЕД'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454_2022-12-28,Хофитол таблетки №60,2022-12-28,"['Хроническая почечная недостаточность', 'Холецистит', 'Хронический вирусный гепатит B без дельта-агента', 'Хронический вирусный гепатит C', 'Хронический гепатит, не классифицированный в других рубриках']",['Артишока экстракт'],[],['Хофитол'],['Rosa-Phytopharma Lab./ Роза-Фитофарм'],['Франция'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Артишока экстракт'],['200мг'],['Желчегонные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455_2022-12-28,Тинидазол таблетки 500мг №4,2022-12-28,"['Трихомониаз', 'Амебиаз', 'Жиардиаз [лямблиоз]', 'Язва желудка', 'Язва двенадцатиперстной кишки']",['Тинидазол'],[],['Тинидазол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Тинидазол'],['500мг'],['Противопротозойные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456_2022-12-28,ФосфолиПлюс капсулы №60,2022-12-28,[],"['Глицирризиновая кислота', 'Эссенциальные фосфолипиды']","['Лекарства для печени', 'фосфоглив', 'Doppelherz aktiv', 'Доппельгерц', 'для печени']",['Эссенциальные фосфолипиды'],"['ООО ""Фармакор Продакшн""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Эссенциальные фосфолипиды+Глицирризиновая кислота'],['1563мкг+30мкг'],['Гепатопротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457_2022-12-28,Экофурил капсулы 200мг №16,2022-12-28,"['Холера', 'Тиф и паратиф', 'Кишечные инфекции', 'Другие сальмонеллезные инфекции', 'Шигеллез']",['Нифуроксазид'],['Понос'],['Экофурил'],['Авва-Рус/Сти-Мед-Сорб'],['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Нифуроксазид'],['200мг'],['Средства при диарее'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458_2022-12-28,Боботик капли флакон 30мл,2022-12-28,"['Другие и неуточненные боли в области живота', 'Метеоризм и родственные состояния', 'Подготовительные процедуры для последующего лечения, не классифицированные в других рубриках']",['Симетикон'],[],['Боботик'],"['ОАО ""Акрихин ХФК""']",['Польша'],['Капли для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Симетикон'],['66.66мг'],['Средства при метеоризме'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459_2022-12-28,Нольпаза таблетки 20мг №56,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Язва желудка', 'Язва двенадцатиперстной кишки']",['Пантопразол'],[],['Нольпаза'],"['ООО ""КРКА-РУС""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Пантопразол'],['20мг'],['Противоязвенные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460_2022-12-28,Гепакомб Артишок 300мг капсулы №30,2022-12-28,[],['Артишока экстракт'],"['Хофитол', 'Doppelherz aktiv', 'Доппельгерц', 'для печени']",['Гепакомб'],"['ООО ""Фармакор Продакшн""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Артишока экстракт'],['300мг'],['Гепатопротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461_2022-12-28,Нольпаза таблетки 40мг №28,2022-12-28,"['Изжога', 'Гастроэзофагеальный рефлюкс', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Язва желудка', 'Язва двенадцатиперстной кишки']",['Пантопразол'],[],['Нольпаза'],"['ООО ""КРКА-РУС""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Пантопразол'],['40мг'],['Противоязвенные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462_2022-12-28,Урсодезоксихолевая кислота-Вертекс капсулы 250мг №100,2022-12-28,"['Острый гепатит A', 'Острый гепатит B', 'Острый гепатит C', 'Хронический вирусный гепатит B без дельта-агента', 'Хронический вирусный гепатит C']",['Урсодезоксихолевая кислота'],['Лекарства для печени'],['Урсодезоксихолевая кислота'],['АО «ВЕРТЕКС»'],['Россия'],['Капсулы для приема внутрь'],['Рецептурный'],['Не выше 25 С'],['Урсодезоксихолевая кислота'],['250мг'],['Гепатопротекторы'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463_2022-12-28,Мотилак таблетки 10мг №30,2022-12-28,"['Изжога', 'Тошнота и рвота', 'Гастроэзофагеальный рефлюкс с эзофагитом', 'Диспепсия', 'Другие уточненные болезни желудка и двенадцатиперстной кишки']",['Домперидон'],"['Аптечка путешественника', 'От Тошноты Рвоты', 'Новогодняя аптечка']",['Мотилак'],"['ОАО ""Верофарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Домперидон'],['10мг'],['Противорвотные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
