count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13,product_group_14,product_group_15,product_group_16,product_group_17,product_group_18,product_group_19,product_group_20,product_group_21,product_group_22
69_2023-05-07,Валсартан таблетки 160мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Валсартан'],"['Валз', 'Вальсакор', 'Диован']",['Валсартан'],"['АО ""Медисорб""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Валсартан'],['160мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70_2023-05-07,Лизиноприл таблетки 5мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лизиноприл'],"['Диротон', 'Ирумед', 'Лизинотон', 'Лизигамма', 'Лизипрекс']",['Лизиноприл'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лизиноприл'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71_2023-05-07,"Моксонидин таблетки 0,2мг №60",2023-05-07,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],"['Физиотенз', 'Моксонитекс', 'Тензотран']",['Моксонидин'],"['ЗАО ""Северная Звезда""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.2мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72_2023-05-07,Эзетимиб таблетки 10мг №30,2023-05-07,"['Инфаркт мозга', 'Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда']",['Эзетимиб'],['Эзетрол'],['Эзетимиб'],"['ЗАО ""Северная Звезда""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эзетимиб'],['10мг'],['Эндокринология. Гиполипидемические средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73_2023-05-07,Бисопролол таблетки 5мг №30 Озон,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Бисопролол'],"['Арител', 'Биол', 'Конкор', 'Бипрол', 'Кординорм', 'Коронал', 'Нипертен', 'Бисогамма']",['Бисопролол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74_2023-05-07,Аторвастатин таблетки 10мг №30,2023-05-07,"['Атеросклероз', 'Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],"['Липримар', 'Аторис', 'Тулип', 'Торвакард']",['Аторвастатин'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['10мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75_2023-05-07,Де - Криз таблетки 5мг+10мг №30,2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Лизиноприл']","['Экватор', 'Эквакард']",['Де-Криз'],"['АО ""Медисорб""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Лизиноприл'],['5мг+10мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76_2023-05-07,"Периндоприл Плюс таблетки 1,25мг+4мг №30",2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Индапамид', 'Периндоприл']","['Коперинева', 'Нолипрел']",['Периндоприл Плюс'],"['ЗАО ""Северная Звезда""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Индапамид+Периндоприл'],['1.25мг+4мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77_2023-05-07,Розувастатин таблетки 5мг №90,2023-05-07,"['Атеросклероз', 'Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия', 'Острый инфаркт миокарда']",['Розувастатин'],"['Акорта', 'Кардиолип', 'Крестор', 'Мертенил', 'Розарт', 'Липопрайм', 'Реддистатин', 'Розистарк', 'Розукард', 'Розулип', 'Роксера', 'Сувардио', 'Тевастор']",['Розувастатин'],"['ЗАО ""Северная Звезда""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['5мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78_2023-05-07,Метопролол таблетки 50мг №60,2023-05-07,"['Мигрень', 'Соматоформная дисфункция вегетативной нервной системы', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Острый инфаркт миокарда']",['Метопролол'],"['Беталок', 'Вазокардин', 'Метокард', 'Эгилок']",['Метопролол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Метопролол'],['50мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79_2023-05-07,Метопролол таблетки 100мг №30,2023-05-07,"['Мигрень', 'Соматоформная дисфункция вегетативной нервной системы', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Острый инфаркт миокарда']",['Метопролол'],"['Беталок', 'Вазокардин', 'Метокард', 'Эгилок']",['Метопролол'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Метопролол'],['100мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80_2023-05-07,Аторис таблетки 10мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],[],['Аторис'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['10мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81_2023-05-07,Роксера таблетки 5мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Розувастатин'],['Крестор'],['Роксера'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['5мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82_2023-05-07,Эналаприл таблетки 20мг №20,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],"['Берлиприл', 'Рениприл', 'Ренитек', 'Эднит', 'Энам', 'Энап']",['Эналаприл'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['20мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83_2023-05-07,Эналаприл таблетки 20мг №20,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],"['Берлиприл', 'Рениприл', 'Ренитек', 'Эднит', 'Энам', 'Энап']",['Эналаприл'],"['ООО ""Изварино Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['20мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84_2023-05-07,Розувастатин таблетки 5мг №30,2023-05-07,"['Атеросклероз', 'Инфаркт мозга', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия', 'Острый инфаркт миокарда']",['Розувастатин'],"['Акорта', 'Кардиолип', 'Крестор', 'Мертенил', 'Розарт', 'Липопрайм', 'Реддистатин', 'Розистарк', 'Розукард', 'Розулип', 'Роксера', 'Сувардио', 'Тевастор']",['Розувастатин'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['5мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
